식당(ID),식당명,주차가능여부,반려동물입장가능여부,다국어메뉴판제공여부
168837,장수숯불구이,N,N,N
168839,칠삼공회관,N,N,N
168840,동경삼계탕족발,N,N,N
168841,블랙로즈,N,N,N
168842,마포통연탄구이(감천점),N,N,Y
168843,웰빙한방족발,N,N,Y
168844,장보고수산센타,N,N,N
168846,진짜루,N,N,N
168847,강산,N,N,Y
168848,돌산산장,N,N,Y
168850,맥시칸치킨(감천점),N,N,N
168851,물회집,N,N,N
168852,탐나네녹돈,Y,N,N
168853,더램,N,N,N
168854,고수 숯불고기 주는 냉면&밀면,N,N,N
168855,풀하우스,N,N,N
168856,한패(부산본점),Y,N,Y
168857,수라아구찜,N,N,N
168858,한우락,N,N,N
168859,더벤티(동아대점),N,N,N
168871,7번가피자(하단점),N,N,Y
168872,미진베이커리,N,N,N
168873,한방 유황오리 생불고기 남원추어탕,N,N,N
168874,퇴근길,N,N,N
168875,딜리버리쿡,N,N,N
168876,금당,N,N,N
168877,탕화쿵푸 마라탕,N,N,Y
168878,도우도우 스시,N,N,N
168879,호호닭집,N,N,Y
168880,빈앤보드,N,N,N
168881,피자나라치킨공주(동래금정지점),N,N,N
168882,주집(酒JIB),N,N,N
168883,달인의 찜닭(부산대점),N,N,N
168884,벤스하버,N,N,N
168885,하림식당,N,N,N
168886,청춘라면,N,N,N
168887,이니아 디저트 까페,N,N,Y
168888,본아베띠돈까스,N,N,N
168889,장수식당,N,N,N
168890,밥한그릇,N,N,N
168891,미전분식,N,N,N
168892,아촌,N,N,N
168893,어구야,Y,N,Y
168894,쉼터,N,N,N
168895,벌교꼬막정식(금정구청점),N,N,N
168896,병천순대국밥(구서점),N,N,N
168897,7번가피자(구서·남산점),Y,N,N
168898,만경족발,N,N,N
168899,허준다래집,N,N,N
168900,나두식당,N,N,N
168901,호호신닭발,N,N,N
168902,굽네치킨(남산점),N,N,N
168903,한우고기집,N,N,N
168904,하루가식당,N,N,N
168905,골드 카페,N,N,Y
168906,크라운외식산업,N,N,N
168907,여,N,N,N
168908,곤드레 곤드레,N,N,N
168909,유림부대밀면,N,N,Y
168910,가미아구찜,Y,N,Y
168911,부자네충무김밥,N,N,Y
168912,서동 양곱창,N,N,N
168913,통뼈감자탕(구서점),Y,N,Y
168914,춘향이네(대왕고기전문점),N,N,N
168915,발렌타인경양식,N,N,N
168916,시골통돼지볶음(부산대점),Y,N,N
168917,도원 숯불갈비,N,N,N
168918,백년가마솥옛날통닭(구서점),N,N,N
168919,시크릿바,N,N,N
168920,파파존스 피자,N,N,N
168921,물레호프,N,N,N
168922,시골통돼지짜글이,Y,N,N
168923,다인,Y,N,N
168924,수라상 돼지갈비,N,N,N
168925,봉구비어(장전점),N,N,N
168926,다계촌,N,N,N
168927,우리식당,N,N,N
168928,파스타 바니타(부산대점),N,N,Y
168929,오븐에 꾸운닭,N,N,N
168930,옹배기,Y,N,Y
168931,풍성한회나라,N,N,N
168932,구서 회 도매센타,N,N,N
168933,센,N,N,N
168934,춘하추동칼국수(본점),N,N,Y
168935,비룡각,N,N,N
168936,밀양식육식당,N,N,N
168937,오징어집,N,N,N
168938,장원숯불갈비,N,N,N
168939,호우양꼬치(부산대점),N,N,N
168940,이모포차,N,N,N
168941,유가네 닭갈비(서동점),N,N,N
168942,봉구비어(남산동점),N,N,N
168943,삼일추어탕,N,N,Y
168944,먹거리돼지촌,N,N,N
168945,옛날 잔치국수,N,N,N
168946,김밥천국(팔송점),N,N,Y
168947,섬진강,N,N,Y
168948,사나레,N,N,N
168949,뉴타지마할5,N,N,N
168950,언양한우식육식당,N,N,N
168951,어게인2010,N,N,N
168952,치킨신드롬(부곡시장점),N,N,Y
168953,둥굴레,N,N,N
168954,땡초통닭(부산대점),N,N,N
168955,와따 포차,N,N,N
168956,거창맷돌(부곡점),N,N,N
168957,서동돼지국밥,N,N,N
168958,자갈치곰장어,N,N,Y
168959,신가네돼지국밥,N,N,N
168960,바다사랑 횟집,N,N,Y
168961,셰프의 포차,N,N,N
168962,설봉돼지국밥,Y,N,Y
168963,토마토도시락(부산대점),N,N,Y
168964,착한 할매 밥집,N,N,N
168965,켄,N,N,N
168966,알통떡강정(남산점),N,N,N
168967,청해 도매 회 센타,N,N,N
168968,김밥천국(두실점),N,N,Y
168969,까투리(우리부곡점),N,N,N
168970,미스터스시(구서점),N,N,Y
168971,스낵,N,N,N
168972,라이코스,N,N,N
168980,201과자점,N,N,N
168981,왔다슈퍼식당,N,N,N
168982,청정민물장어,N,N,Y
168983,가덕식당,N,N,N
168984,금강초롱,N,N,N
168985,강따라물따라,N,N,N
168986,기사식당,N,N,Y
168987,고담,N,N,Y
168988,생두부마을,N,N,Y
168989,만호갈미샤브샤브,N,N,N
168990,월포나루,N,N,Y
168991,제비식당,N,N,N
168992,서낙동강가든,N,N,Y
168993,김밥나라(공항점),N,N,Y
168994,다미정,N,N,N
168995,집밥봉선생,N,N,N
168996,복이있는202갈삼,Y,N,Y
168997,토담바다장어,Y,Y,N
169011,수목집,N,N,Y
169012,예인,N,N,N
169013,남정식당,N,N,N
169014,땡초우동인포차(부산본점),N,N,N
169015,세븐티포,N,N,N
169016,부산의료원외래식당,N,N,N
169017,승촌마루좋은날횟집,N,N,Y
169018,평사리 순두부,N,N,N
169019,자매수제비동태탕,N,N,Y
169020,도모,N,N,N
169021,남해숯불장어구이,N,N,Y
169022,청해식당,N,N,N
169023,용화루,N,N,Y
169024,정담동태마을(시청본점),Y,N,N
169025,만리향,N,N,N
169026,시골추어탕,N,N,N
169027,부산양곱창,N,N,N
169028,부용돼지백반정식,N,N,Y
169029,최강돼지,N,N,N
169030,송백고기식당,N,N,N
169031,오공일이,N,N,N
169032,부산밀면,N,N,N
169033,산채,N,N,N
169034,신선집,N,N,Y
169035,전주으뜸식당,N,N,N
169036,조옥당,N,N,N
169037,정원집,N,N,Y
169038,이영식옛날돈까스,Y,N,N
169039,떡볶이스타(연산점),N,N,N
169040,할매충무김밥(연산점),N,N,N
169041,옛고을,N,N,N
169042,처갓집양념치킨(교대점),N,N,N
169043,인산인해,N,N,N
169044,토종가흑임자삼계탕,Y,N,N
169045,조방할매돼지국밥,N,N,N
169046,이백집,N,N,N
169047,다미,N,N,N
169048,갈막(부산본점),N,N,Y
169049,천안문,N,N,N
169050,징기스칸,N,N,N
169051,옛날집밥전문,N,N,N
169052,조방낙지,N,N,N
169053,림스치킨 & 호프,N,N,Y
169054,상하이,N,N,N
169055,아시아드호프,N,N,N
169056,참추어탕,N,N,N
169057,고금국밥,N,N,N
169058,만나추어탕,N,N,N
169059,유정뼈다구해장국(본점),Y,N,Y
169060,비에이치씨,N,N,N
169061,만복국수집(연산점),N,N,N
169062,쌀 통닭(거제1호점),N,N,N
169063,돌통 돌아온 옛날통닭,N,N,N
169064,천우식당,N,N,N
169065,모모타로,N,N,Y
169066,시골분식,N,N,N
169067,맥시칸치킨(토곡점),N,N,N
169068,연제구내매점,N,N,N
169069,놀부보쌈&부대찌개(법조타운점),Y,N,N
169070,춘삼,N,N,Y
169071,덕이상회,N,N,N
169072,모가네버섯마을,N,N,N
169073,옛날팥빙수&단팥죽,N,N,N
169074,정한우,N,N,N
169075,성림정,N,N,N
169076,부성중화요리,N,N,Y
169077,비움,Y,N,Y
169078,통영자연산횟집,N,N,N
169079,양평동장군집(부산직영점),N,N,Y
169080,청도추어탕,N,N,Y
169081,착한낙지(부산본점),N,N,N
169082,일품향,N,N,N
169083,마파람해물찜해물탕(시청직영점),Y,N,Y
169084,"88, 이층",N,N,N
169085,삼촌짬뽕(부산직영점),N,N,N
169086,실비수산식당,N,N,N
169087,연참치(본점),N,N,N
169088,세리,N,N,N
169089,겨울나그네,N,N,N
169090,티파니,N,N,N
169091,DK치킨,N,N,N
169092,중국관미가미,N,N,N
169093,미조,Y,N,N
169094,돈군,Y,N,N
169095,아지바라,N,N,N
169096,달인 꼬치구이,N,N,N
169097,디딤돌,N,N,Y
169098,맑은 생고기 식육식당,N,N,N
169099,수림정,N,N,N
169100,명성해물,N,N,N
169101,동림숯불갈비,N,N,Y
169102,맘스비어,N,N,N
169103,엔돌핀,N,N,N
169104,이마트연제점,N,N,N
169105,실내포장식당,N,N,N
169106,청산민물장어,Y,N,N
169107,유정국수,Y,N,N
169108,한양왕족발,N,N,N
169109,종가집돼지국밥,N,N,N
169110,본도시락(부산법조타운점),N,N,N
169111,효득김밥,N,N,N
169112,배스킨라빈스(부산토곡점),N,N,Y
169113,롯데리아(부산거제점),N,N,N
169114,앤커피,N,N,N
169115,배스킨라빈스(부산거제리점),N,N,Y
169125,파리바게뜨(거제현대점),N,N,N
169126,신세계푸드 베이커리(연제점),N,N,N
169131,경희식당,N,N,N
169132,막썰어횟집,N,N,N
169134,학골,N,N,N
169144,지코바치킨(망미1호점),N,N,Y
169148,티바두마리치킨,N,N,N
169156,정원,Y,N,N
169157,델피하우스(망미점),N,N,N
169159,사또호프통닭,N,N,N
169163,청도아구찜,N,N,N
169164,토마토,N,N,N
169166,삼대족발,N,N,Y
169167,겐조식당,N,N,Y
169170,굿모닝베트남,N,N,N
169175,만촌,Y,N,Y
169178,꼭지식당,N,N,N
169188,서미옥퓨전김밥,N,N,N
169193,장수삼,N,N,Y
169200,다미분식,N,N,N
169201,이래옥,N,N,N
169202,쿤타킨테,N,N,N
169203,어촌활어,N,N,N
169204,유로코피자,N,N,N
169205,목마노래주점,N,N,N
169206,합천일류돼지국밥,Y,N,Y
169207,숙이네조개전골(덕포점),N,N,N
169208,대성관,N,N,N
169209,꼬추닥치킨,N,N,N
169210,명성자갈치산꼼장어,N,N,Y
169211,맛있으면돼지,N,N,N
169212,투가이즈,N,N,N
169213,무한지대고기부페,N,N,N
169214,오성식당,N,N,N
169215,황가산오징어,N,N,N
169216,몽돌식당,N,N,N
169217,동경식사타임,N,N,N
169218,문어야,N,N,N
169219,순곱이네(사상점),N,N,Y
169220,바다횟집,N,N,N
169221,올래 칼국수와 오리,N,N,N
169222,처갓집양념치킨(덕포1호점),N,N,N
169223,수연이네,N,N,N
169224,늘봄소주카페,N,N,N
169225,골목한우,N,N,N
169226,총각네 식육식당,N,N,N
169227,곤드래,N,N,N
169228,주왕산삼계탕(사상점),N,N,Y
169229,올레하우스,N,N,N
169230,자갈치브라더스(학장엄궁점),N,N,N
169231,아리산,N,N,N
169232,황궁쟁반짜장,N,N,Y
169233,하늘천따지포차,N,N,N
169234,나마비루,N,N,N
169235,사계절밥상,N,N,N
169236,평강오리불고기식당,N,N,N
169237,대식가2900(신모라점),N,N,N
169238,있돈(냉정직영점),N,N,N
169239,가마솥돼지국밥족발,N,N,N
169240,백도회센타,N,N,N
169241,사상구청 구내식당,N,N,N
169242,엄마손밥상,N,N,N
169243,원조덕포꼬리집,N,N,N
169244,황토민물장어구이,N,N,Y
169245,사상코다리,N,N,N
169246,7080 바이칼 라이브,N,N,N
169247,거북횟집,N,N,Y
169248,물망초,N,N,N
169249,꼬망,N,N,N
169250,우리식당(르네시떼점),N,N,N
169251,교촌치킨,N,N,N
169252,물텀벙이밥집,N,N,N
169253,철업는쭈꾸미,Y,N,N
169254,케네디로즈,N,N,N
169255,짱구네쌈밥,N,N,N
169256,노랑통닭(학장점),N,N,Y
169257,부산장례식장 구내식당,N,N,N
169258,부산보훈병원구내식당,N,N,N
169259,정미식당,N,N,Y
169260,배꼽친구,Y,N,N
169261,한독식당,N,N,N
169262,할매족발집,N,N,Y
169263,최가네 추어탕&우거지해장국,N,N,N
169264,교촌치킨(엄궁점),N,N,Y
169265,교촌치킨,Y,N,Y
169266,정가득찬반찬,N,N,N
169267,통영활어회센터,N,N,Y
169268,짱닭치킨(모라점),N,N,Y
169269,한라재첩국,N,N,N
169270,오복생갈비,N,N,N
169271,와바(사상점),N,N,Y
169272,국가대표 진짜배기,N,N,Y
169273,녹동세발낙지(주례본점),N,N,Y
169274,롯데리아(부산주례역점),N,N,N
169275,별밤,N,N,N
169276,신밀양돼지국밥,N,N,Y
169277,돈몰아,N,N,Y
169278,마산생아구찜,Y,N,N
169279,토탈먹거리방,N,N,N
169280,푸른바다식당,N,N,N
169281,고집불통,N,N,N
169282,테마호프,N,N,Y
169283,진짜배기남원추어탕,Y,N,N
169284,큰맘할매순대국(부산학장점),N,N,Y
169285,유림정,N,N,N
169286,오렌지,N,N,N
169287,총각네불막창곱창(냉정점),N,N,N
169288,생고기제작소(부산사상점),N,N,N
169289,샤브향(부산사상점),Y,N,N
169290,피자·힐,N,N,N
169291,떡볶이스타(주례점),N,N,N
169292,피자헛(부산학장점),N,N,N
169293,7번가피자(사상점),N,N,N
169294,딕시랜드,N,N,N
169295,은하커피숍,N,N,N
169301,허허방,N,N,N
169302,황금어장,N,N,Y
169303,본가정,N,N,N
169304,한상,N,N,N
169305,일미아구찜,N,N,Y
169306,요맘때,N,N,N
169307,밥카페오아시스,Y,N,N
169308,함지박,Y,N,Y
169309,해녀조씨할매집,N,N,Y
169310,뜨락전통해물칼국수,N,N,N
169311,영덕해물촌(기장한신점),N,N,Y
169312,월내부성맛가,N,N,N
169313,고성횟집,Y,N,Y
169314,기장종가집곰장어(본점),Y,N,Y
169315,아시아드CC클럽하우스,N,N,N
169316,직원식당,N,N,N
169317,파인 밸리 스타트하우스,N,N,N
169318,밸리 그늘집,N,N,N
169319,레이크 스타트하우스,N,N,N
169320,레이크 그늘집,N,N,N
169321,파인 그늘집,N,N,N
169322,동바다,N,N,Y
169323,강어횟집,N,N,N
169324,대영식당,N,N,N
169325,대동관,N,N,N
169326,팔우정,N,N,N
169327,또오리은행나무,N,N,N
169328,대박기사식당,N,N,N
169329,기픈골 황토마루,Y,N,Y
169330,만화리가마솥추어탕,N,N,N
169331,들꽃이있는집,N,N,Y
169332,왕뼈감자탕(기장점),Y,N,Y
169333,밀가든,N,N,N
169334,더진정성,N,N,N
169335,돈키호테,N,N,N
169336,한스숯불치킨,N,N,N
169337,백번집,N,N,N
189162,부산숯불갈비,N,N,N
189163,황금에 묵은지,N,N,N
189164,연근해식당,N,N,N
189165,양빠(중앙 본점),N,N,N
189166,사거리식당(부산부평점),N,N,N
189167,오복통닭,Y,N,N
189168,페스티발,N,N,N
189169,뚱이,N,N,N
189170,경북식당,N,N,N
189171,동해양곱창,N,N,N
189172,이화민속주점,N,N,N
189173,삼화양곱창1호,N,N,N
189174,삼화 박정숙 양곱창,N,N,N
189175,호맥,N,N,N
189176,원정집,N,N,N
189177,한우공장,N,N,Y
189178,타카라(본점),N,N,N
189179,중앙도서관구내식당,N,N,N
189180,두달팽이,N,N,N
189181,카페 밈,N,N,N
189182,바다,N,N,N
189183,미진축산,N,N,N
189184,범전동 오뎅집,N,N,Y
189185,부산횟집,N,N,N
189186,콕스테일,N,N,N
189187,히노쿠시,N,N,N
189188,대성횟집,N,N,Y
189189,한솥도시락(보수사거리점),N,N,N
189190,육갑,N,N,N
189191,바다이야기,N,N,N
189192,부평동일번지,N,N,N
189193,경민횟집,N,N,N
189194,꿀꿀생뒷고기(보수점),N,N,N
189195,월산,N,N,N
189196,물레안동상회,N,N,N
189197,구포밀면,N,N,N
189198,남경,N,N,N
189199,옛골,N,N,N
189200,동양식당,N,N,N
189201,손맛시골밥상,N,N,Y
189202,남해자연산횟집,N,N,N
189203,미얀마 뚜지,N,N,N
189204,밀면마당,N,N,N
189205,삼익식당,N,N,N
189206,신동아23호,N,N,N
189207,한솥도시락(중앙동4가점),N,N,N
189208,부산숯불갈비,Y,N,N
189209,김영애식당,N,N,N
189210,노스딸기야,N,N,N
189211,도피오,N,N,N
189214,파리바게뜨,N,N,Y
189215,신전떡볶이(부민점),N,N,Y
189216,바보주막,N,N,N
189219,현대식당,N,N,N
189222,원양식당,N,N,N
189223,혼참치,N,N,N
189224,포차어게인(부산 대신점),N,N,N
189225,도날드버거,N,N,N
189226,갈대집,Y,N,Y
189227,티바두마리치킨(송도충무점),N,N,Y
189228,옛날추어탕,N,N,N
189229,은하수실비식당,N,N,N
189231,북새통(대신본점),N,N,N
189233,명품소머리곰탕,N,N,N
189234,해변,N,N,N
189235,겐슈,N,N,N
189236,수,N,N,N
189238,필승푸드(Sure Victory Food),N,N,N
189239,고주몽,Y,N,Y
189240,김밥천국(동대신점),N,N,Y
189241,소니가돈까스&충무김밥,N,N,Y
189242,그집,N,N,N
189245,깻잎치킨앤맛있는파닭(대신점),N,N,N
189246,맘스터치(서대신점),N,N,N
189247,아미꼬마김밥,N,N,Y
189248,테라,N,N,N
189249,일삼오칠구,N,N,N
189250,아빠와돈까스,N,N,N
189251,초밥공장,N,N,N
189252,초량불고기덮밥,N,N,N
189253,마산아구와코다리,N,N,N
189254,함지박거창어탕,N,N,N
189255,두레박,N,N,Y
189256,벗꽃,N,N,N
189257,동막골뚝배기,N,N,N
189260,송프로피자(대신점),N,N,N
189261,양지아구찜,N,N,Y
189262,조가객잔,N,N,N
189263,상해탄,N,N,Y
189264,목촌돼지국밥(범일점),N,N,Y
189265,우츠쿠둑2,N,N,N
189266,바다집,N,N,N
189267,굽네치킨(초량점),N,N,N
189268,만다린,N,N,Y
189269,유희네,N,N,N
189270,마당집,Y,N,N
189271,블랙,N,N,N
189272,훈춘양고기,N,N,Y
189273,부일갈비,N,N,N
189274,알,N,N,N
189275,키스,N,N,N
189276,친구야,N,N,N
189277,하늘섬,N,N,N
189278,대갓집,N,N,N
189279,쉐프 골목포차,N,N,N
189280,우량,Y,N,N
189281,맛나 감자탕(초량점),N,N,N
189282,Rock(락),N,N,N
189283,코스모스,N,N,N
189284,오뚜기 식당,N,N,N
189285,섬진강재첩국,N,N,N
189286,좋은친구,N,N,N
189287,부산보리밥,N,N,N
189288,고려홍삼삼계탕,Y,N,Y
189289,신선식당,N,N,Y
189290,국제통닭(범일점),N,N,N
189291,진주호프,N,N,N
189292,화육면가,N,N,N
189293,고봉민 김밥(범일점),N,N,N
189294,원조동두천부대찌게,N,N,N
189295,유가네 닭갈비(부산진역점),N,N,Y
189296,중남해,N,N,N
189297,청송얼음막걸리(부산본점),N,N,N
189298,수정죽집,N,N,N
189299,명당만두,N,N,Y
189300,화랑갈비,N,N,N
189301,합천국밥,N,N,N
189302,큐,N,N,N
189303,영은식품,N,N,N
189311,하오츠,N,N,Y
189312,투다리(동삼점),N,N,N
189313,포모나,N,N,N
189314,바다횟집,N,N,N
189315,수림커피&비어,N,N,N
189316,다미복국(영도본점),N,N,N
189317,원조 영도 포항물회,Y,N,N
189318,짱손만두전문점,N,N,N
189319,수미쌈밥,N,N,Y
189320,산마을숯불촌,N,N,N
189321,토토,N,N,N
189322,싱싱횟집,N,N,N
189323,우리터우리숲,N,N,N
189324,최가네양꼬쟁이,N,N,N
189325,소미녹두촌,N,N,N
189326,대교복국,N,N,N
189327,명가숯불갈비,N,N,N
189328,불로만 숯불바베큐(남항점),N,N,N
189329,청학동 가야밀면(청학점),Y,N,Y
189330,청송식당,N,N,N
189331,마이퍼주는집,N,N,N
189332,초량돼지갈비,N,N,N
189333,평사리가는길(영도점),N,N,Y
189334,스타밥스,N,N,N
189335,한양식당,N,N,N
189336,엉터리식당,N,N,N
189337,칠번가왕족발,N,N,Y
189338,가나반점,N,N,N
189339,김밥왕국,N,N,N
189340,서민통닭,Y,N,Y
189341,가오내횟집,N,N,N
189342,성화식당,N,N,N
189343,때깔(영도점),Y,N,Y
189344,등대횟집,N,N,N
189345,진땡이코다리찜,N,N,N
189346,화화 돼지왕갈비(부산영도점),Y,N,Y
189347,영도족발,N,N,Y
189354,피자에땅(당감점),N,N,Y
189355,심술래,N,N,N
189356,신전떡볶이,N,N,Y
189357,초원식당,N,N,N
189358,양정기사식당,N,N,N
189359,시동,N,N,N
189360,청림추어탕,N,N,N
189361,무궁화식당,N,N,N
189362,갤러리,N,N,N
189363,이조멧돌순두부,N,N,N
189364,수제맥주집,N,N,N
189365,베벨,N,N,N
189366,가디나,N,N,N
189367,리얼,N,N,N
189368,초읍시립도서관구내식당,N,N,N
189369,황금통닭,N,N,N
189370,감성식당,N,N,N
189371,이치방수산,N,N,Y
189372,오늘같이좋은날,N,N,Y
189373,삼미정,N,N,N
189374,이바돔감자탕(전포점),N,N,Y
189375,주원돼지국밥,N,N,N
189376,깡통회관,N,N,N
189377,바지락칼국수,N,N,N
189378,세븐펍,N,N,Y
189379,썬더치킨(양정1호점),N,N,N
189380,미포횟집,N,N,N
189381,낭만포차,N,N,N
189382,선미정,N,N,N
189383,원,N,N,N
189384,나라소머리곰탕,N,N,N
189385,비세븐(B7),N,N,N
189386,청춘포차,N,N,N
189387,후즈티(서면점),N,N,N
189388,맛나감자탕(당감점),N,N,N
189389,동두천부대찌개,N,N,N
189390,해동해물탕,N,N,N
189391,세원정,N,N,N
189392,고기로 하나 되는 순간,N,N,N
189393,피자에땅(가야점),N,N,Y
189394,짚신매운갈비찜(서면점),N,N,N
189395,범천집목구이,N,N,N
189396,호식이두마리치킨(당감점),N,N,N
189397,손영숙아구찜복국,N,N,N
189398,산마루,N,N,N
189399,부스트(BOOST),N,N,N
189400,황태자노가리(가야점),N,N,N
189401,연선생,N,N,N
189402,친구호프,N,N,N
189403,장수한방오리삼계탕,Y,N,N
189404,대가참치(서면점),N,N,Y
189405,나누리충무김밥,N,N,Y
189406,태백관,N,N,Y
189407,소토촌추어탕,Y,N,N
189408,청사포횟집,N,N,N
189409,황제잠수함(전국본점),N,N,N
189410,육즙산장,N,N,N
189411,금하루,N,N,N
189412,목구멍(서면점),N,N,N
189413,육장인,N,N,Y
189414,로바타아키,N,N,N
189415,삼부식당,N,N,Y
189416,처갓집양념치킨(당감1호점),N,N,N
189417,리리탐뷔페,N,N,N
189418,자연밥상,N,N,Y
189419,섹스폰라이브,N,N,N
189420,제이앤제이슨(부산점),N,N,Y
189421,칼질,N,N,N
189422,멕시칸 치킨(범전동점),N,N,N
189423,쿠지라,N,N,N
189424,홈플러스서면점,N,N,N
189425,신흥관,N,N,N
189426,사거리식당(서면본점),N,N,N
189427,마당쇠돼지갈비(가야점),N,N,N
189428,하루해,N,N,N
189429,두꺼비식당,N,N,N
189430,현대경양식,N,N,N
189431,엄지척닭도리(서면점),N,N,N
189432,부전수구레국밥,N,N,Y
189433,색,N,N,N
189434,쿠키,N,N,N
189435,김밥천국,N,N,N
189436,서가참숯불,Y,N,N
189437,태백산곤드레집,N,N,N
189438,경성설렁탕,N,N,Y
189439,태진숯불갈비,N,N,N
189440,비에이치씨(개금점),N,N,N
189441,마산아구찜,N,N,N
189442,디디씨 치킨(개금점),N,N,N
189443,풍성한퓨전요리,N,N,Y
189444,소천생복집,N,N,N
189445,연화초밥,N,N,N
189446,김해뒷고기,N,N,N
189447,조선숯돌생고기,N,N,Y
189448,곱창선생,N,N,N
189449,청운돈까스,N,N,Y
189450,가야골추어탕,N,N,N
189451,진지한고깃집,N,N,Y
189452,캐슬뷔페,N,N,N
189453,광진갈비,N,N,N
189454,두루두루한끼,N,N,N
189455,수림식당,N,N,N
189456,피자헛(부산부암점),Y,N,N
189457,대성식당,N,N,N
189458,홍춘천치즈닭갈비(서면태화점),N,N,Y
189459,타츠야(TATSUYA),N,N,N
189460,동언식당,N,N,N
189461,푸짐한횟집,N,N,Y
189462,오늘김해생뒷고기,N,N,N
189463,본동집,N,N,Y
189464,정성식당,N,N,N
189465,마파성,N,N,N
189466,초읍진국수,N,N,N
189467,동근이숯불두마리치킨,N,N,N
189468,고향집,N,N,N
189469,고성횟집,N,N,Y
189470,가운데손가락,N,N,N
189471,묵은지돼지김치지개(본점),N,N,Y
189472,축복식당,N,N,N
189473,해성막창집(서면점),N,N,N
189474,바보스(부산서면점),N,N,N
189475,몽짬뽕,N,N,Y
189476,곱창고(서면 직영점),N,N,Y
189477,무궁화식당,N,N,N
189478,동명횟집,N,N,Y
189479,세월리너랑나랑,N,N,N
189480,본죽(개금점),Y,N,N
189481,조선칼국수와 통막걸리(서면본점),N,N,N
189482,우승식당,N,N,N
189483,지코바치킨(전포점),N,N,Y
189484,파리바게뜨(부전점),N,N,N
189499,파리바게뜨(초읍대공원점),N,N,N
189500,몽블랑제서면점,N,N,N
189501,뚜레쥬르(부산동의의료원점),N,N,N
189502,쉐프장과자점,N,N,Y
189503,또봉이통닭,N,N,N
189504,토종생오리농원,N,N,N
189505,쓰리몽키즈(동래점),N,N,N
189506,쓰리몽키즈(동래점),N,N,N
189507,준객잔,N,N,N
189508,길림성,N,N,N
189509,부산막걸리,N,N,N
189510,장백왕새우,N,N,N
189511,명품식당,N,N,N
189512,친펑,Y,N,N
189513,고집센그집갈비탕(부산사직점),Y,N,Y
189514,대가장해장국밥,N,N,N
189515,김밥가족(동래점),N,N,N
189516,궁전,N,N,N
189517,나무카페,N,N,N
189518,코젤다크하우스(사직점),N,N,Y
189519,마포나루,N,N,N
189520,홍고기집(동래점),N,N,N
189521,24시전주명가콩나물국밥(동래점),N,N,Y
189522,오미자밀면(안락2호점),N,N,N
189523,동방제면소,N,N,N
189524,산골수육,N,N,Y
189525,제주명품은갈치전문점,N,N,N
189526,청송약수삼계탕,N,N,Y
189527,엄마김밥,N,N,N
189528,차박사 얼큰이(안락점),N,N,N
189529,꾸바꾸바(온천3점),N,N,Y
189530,주담,N,N,N
189531,부부냉면(본점),N,N,Y
189532,옐리,N,N,N
189533,자갈치몰,N,N,N
189534,온천장터,N,N,N
189535,시골추어탕,N,N,Y
189536,선주,N,N,N
189537,제이엔엘,N,N,N
189538,굿타임,N,N,N
189539,굴마을굴국밥(온천점),Y,N,N
189540,홍탁,Y,N,Y
189541,간이역,N,N,N
189542,재민국밥,N,N,N
189543,포차소소,N,N,N
189544,박대포소금구이,N,N,N
189545,이디야커피(수안점),N,N,N
189546,세이푸드,N,N,N
189547,here(히어),N,N,N
189548,오리향식당,N,N,N
189549,김밥제국(명장점),N,N,N
189550,비스트로공작새,N,N,N
189551,차돌풍(동래점),N,N,N
189552,푸드랩 food lab,N,N,N
189553,욱이네양곱창,N,N,Y
189554,물회나라,N,N,N
189555,옆구리터진김밥,N,N,N
189556,금농손칼국수,N,N,N
189557,60년대식소금구이,N,N,Y
189558,통영수산횟집,Y,N,N
189559,석대문현곱창,N,N,N
189560,중화루,N,N,N
189561,철수앤선화네,N,N,N
189562,베트남쌀국수라이옥,N,N,N
189563,곱창이야기(동래점),N,N,Y
189564,굽네치킨(부산 안락점),N,N,N
189565,불닭발 동대문 엽기떡볶이(명륜점),N,N,N
189566,동대문엽기떡볶이(명륜점),N,N,N
189567,유나 커피맥주,N,N,N
189568,동래족발,N,N,N
189569,안동칼국수,N,N,Y
189570,상상짬뽕,N,N,N
189571,토박이할매집곰탕,N,N,Y
189572,재벌포차,N,N,N
189573,시골식당,N,N,N
189574,수인커피,N,N,N
189575,선비묵한정식,N,N,N
189576,맛나감자탕(사직점),N,N,Y
189577,더포,Y,N,Y
189578,친구야,N,N,N
189579,작은공간,N,N,N
189580,석정생삼겹살,N,N,N
189581,바다장어숯불구이,N,N,N
189582,가야밀면,N,N,N
189583,골드스푼,N,N,N
189584,고을,N,N,N
189585,대동장터국수(사직점),N,N,N
189586,우미정,N,N,N
189587,사직식당,N,N,N
189588,호우양꼬치(동래점),N,N,N
189589,금강물회,N,N,N
189590,치킨신드롬(안락1호점),N,N,Y
189591,꿀돼지문현곱창,N,N,N
189592,만복국수집(동래점),N,N,Y
189593,부산토박이산곰장어,N,N,Y
189594,뮌헨아이스펍,N,N,N
189595,한려수산도매회센타,N,N,N
189596,놀이터,N,N,N
189597,시장손칼국수(동래분점),N,N,Y
189598,동심숯불갈비,Y,N,Y
189599,김밥이맛이야(사직점),N,N,Y
189600,만복이생선찌개,N,N,N
189601,팔딱팔딱,N,N,N
189602,문현곱창,N,N,N
189603,봉추찜닭(부산사직점),Y,N,Y
