식당(ID),식당명,주차가능여부,반려동물입장가능여부,다국어메뉴판제공여부
897626,소림쿡(부산사하점),N,N,N
897667,구프,N,N,Y
897669,꼬마 떡볶이&커피(본점),N,N,N
897681,신참떡볶이(부산명지점),N,N,N
897688,이경푸드,N,N,N
897697,찌웅이네 숯불 두마리 치킨,N,N,Y
897709,팔팔살아있는활아구(서면점),N,N,N
897829,싱싱프루츠,N,N,N
897840,지디푸드,N,N,N
897867,별별짬뽕,N,N,N
897874,소소마라탕,N,N,N
897893,푸드오감,N,N,N
897927,오롯김밥,N,N,N
897935,자담치킨(부산일광신도시점),N,N,N
897946,크라운호프(개금점),N,N,N
897984,첫눈에 반할족족,N,N,N
898043,서전로37,N,N,N
898057,찌웅이네숯불두마리치킨,N,N,N
898069,가마치통닭(부산 기장중앙점),N,N,N
898070,그남자고깃집(반여점),N,N,N
898090,감성커피(재송점),N,N,N
898109,바나토,N,N,N
898125,아향부(부산대점),N,N,N
898135,컴포즈커피(가락호계로점),N,N,N
898142,행복플러스25편의점(정관신도시점),N,N,N
898147,조선화로집(범일점),N,N,N
898174,옛날영지통닭,N,N,N
898182,지모리즈카페,Y,N,N
898339,조조피자,N,N,Y
898351,밸라다(8호 양정점),N,N,N
898359,앙꼬랑,N,N,N
898365,프롬유아,N,N,N
898378,굽네치킨(부산범일점),N,N,N
898383,무구희,N,N,N
898403,이마트24(부산승학온천점),N,N,N
898412,패스트키친,N,N,N
898435,모넬로뽀모도로,N,N,N
898436,바움(양정점),Y,N,N
898444,세븐일레븐(부산서면역점),N,N,N
898451,아임족발,N,N,N
898456,이마트24(사상스타빌점),N,N,N
898471,프리모,N,N,N
898482,래미안한식,N,N,N
898499,정직유부(구남점),N,N,N
898547,면만드는사람들(동래점),N,N,N
898549,순카페,N,N,N
898557,젠트리크랩,N,N,N
898560,딜라이트푸드,N,N,N
898561,하삼동커피(용호사거리점),N,N,N
898568,데일리 앤 커피(장림점),N,N,N
898591,명문본가 바베큐족발,N,N,N
898592,폭앤누들,Y,N,N
898744,배달연구소(명지점),N,N,N
898805,정성밥상,N,N,N
898828,GS25(파라다이스점),N,N,N
898836,딜리크랩,N,N,N
898842,불고기300,N,N,N
898857,야미야미,N,N,N
898906,우리할매떡볶이(부산부곡점),N,N,N
898910,자담치킨(부산당감점),N,N,N
898911,정직유부(부산엄궁점),N,N,N
898912,족보잇는국밥,N,N,N
898944,주마등,N,N,N
898988,굿덕스125(범방점),N,N,N
898992,다온키친,N,N,N
899000,두찜(거제점),N,N,Y
899008,백년가마솥옛날통닭(연제점),N,N,N
899031,카페 안(Cafe An),N,N,N
899036,키세츠,N,N,N
899037,펠어커피(부산점),N,N,N
899041,골든튤립해운대호텔&스위트,N,N,N
899084,코나하우스,Y,N,Y
899085,하삼동커피(동삼동점),N,N,N
899129,무무카동,N,N,N
899146,을찌로국물떡볶이(재송점),N,N,N
899160,필짜장,N,N,N
899201,"훈훈한,물꼬기",Y,N,N
899209,찜에미친닭,N,N,N
899251,더프커피,Y,N,N
899285,은혜스낵,N,N,N
899342,커피베이(부산진협성휴포레점),Y,N,N
899351,CU광안하이페리온점,N,N,N
899352,가마치통닭(해운대본점),N,N,N
899365,디오바(D.O Bar),N,N,N
899403,도토리,Y,N,N
899430,일품해운대봉가떡볶이(직영점),N,N,N
899440,프라이드(PRIDE) 치킨(경성대점),N,N,N
899489,피엔제이에프엔비,N,N,N
899497,대희네,N,N,N
899509,세븐일레븐(부산구남다인점),N,N,N
899520,제이제이마카롱,N,N,Y
899532,금랑,N,N,N
899547,맛있는 수제간식,N,N,N
899560,술시,N,N,N
899585,호동포차,N,N,N
899626,파리바게뜨(센텀재송점),N,N,N
899713,맥주여행(두산점),Y,N,N
899716,세븐일레븐(부산개금주공본점),N,N,N
899717,세븐일레븐(부산부전에이스점),N,N,N
899735,일신명품한우,N,N,N
899761,W라운지,N,N,N
899788,토스트카페마리(부산덕천점),N,N,N
899792,홀덤스타즈(남포점),Y,N,N
899795,GS25(사하퀸즈점),N,N,N
899800,꾸꾸삼겹(연산점),N,N,N
899815,마닭,N,N,N
899828,세븐일레븐(부산명지포스코점),N,N,N
899850,카페미미,N,N,N
899861,서유담 우아한육개장,N,N,Y
899874,돌아온옛날통닭(못골점),N,N,N
899880,목살카페(영도점),N,N,N
899894,씨유(명지국제더샵점),N,N,N
899895,씨유(명지국제포스코점),N,N,N
899898,시그니엘 부산 더 라운지,Y,N,Y
899937,서윤설렁탕,N,N,N
899945,처갓집양념치킨(반송점),N,N,N
899965,카페 부아장,N,N,Y
899969,푸라닭(부산장림점),N,N,Y
899992,엄마선지국밥,N,N,N
899994,에레날,N,N,N
900010,화양연화,N,N,N
900033,서민족발(대연점),N,N,N
900035,세라젬 웰카페(부산사상점),N,N,N
900046,청해생아구찜,N,N,N
900069,컴피키친,N,N,N
900218,누누베이킹클래스,N,N,N
900219,달리는 커피(부산하단1호점),N,N,N
900231,아웃백스테이크하우스(부산하단점),N,N,N
900237,야무진냄비(사직점),Y,N,N
900243,집으로 낙곱새(부산진구점),N,N,N
900257,굥카페,N,Y,N
900258,티원원(서동점),N,N,N
900270,모리돈카츠(해운대좌동점),N,N,N
900272,맛나감자탕(구서점),Y,N,N
900293,원빈푸드(대연점),N,N,N
900295,잔비어,N,N,N
900318,노아브루어스,N,N,N
900335,솔(sol),N,N,N
900336,6번길포차,Y,N,N
900346,프리미엄옛날통닭(남산동점),N,N,N
900352,일미리 금계찜닭(신호점),N,N,N
900374,하삼동커피(부산대점),N,N,N
900376,흰여울카페N분식,N,N,N
900388,마시고취하자,N,N,N
900391,밸라다(부곡점),N,N,N
900395,빈스킹토스트(블루라인파크 송정점),N,N,N
900401,씨유(명륜스카이점),N,N,N
900414,젠틀래빗(경성대점),Y,N,N
900415,조은하루(본점),N,N,N
900423,페이브베이커리,Y,N,N
900425,해화도,N,N,N
900455,출출할때,N,N,N
900460,훔친레시피,N,N,N
900469,미미김밥,Y,N,N
900471,비어첸(부산구포점),N,N,N
900477,오스테리아 비비(오스테리아비비점),Y,N,N
900485,테그42(명지점),N,N,N
900492,다모아(3호점),Y,N,N
900493,당리동 옛날 국시,N,N,N
900501,미누반점,N,N,N
900502,밀 플랜 비(명지점),Y,N,N
900506,브라운돈까스(해운대점),N,N,N
900525,진이네 참치&초밥,N,N,N
900530,함지박,N,N,N
900536,다정푸드,N,N,N
900538,두찜(부산대신점),N,N,Y
900549,삼구족발(명지점),Y,N,N
900567,장빙수(본점),N,N,N
900568,전굽는포차,N,N,N
900651,카페베르,N,N,N
900685,몽떼 104,N,N,Y
900711,DIT 디아이티,N,N,N
900741,삐뽀인더키친(대연점),N,N,N
900742,산미정 딜리버리,N,N,N
900761,카페 길(Cafe GIL)(연산점),N,N,N
900769,피맥쌀롱(좌동점),N,N,N
900771,홍익당,N,N,N
900780,동의명가 얼큰순대국(해운대점),N,N,N
900826,1984반찬,N,N,N
900843,밍스키친,N,N,N
900847,씨유(대저등구점),N,N,N
900857,지금하루,N,N,N
900881,베이리프커피(해운대점),Y,N,Y
900895,일미횟집(2호점),N,N,Y
900899,진돼지국밥,N,N,N
900912,다올,N,N,N
900914,디저트39(부산명륜점),Y,N,N
900927,셀렉토커피(부산명지점),Y,N,N
900936,지훈이네,N,N,N
900941,킹프레소(초량부산역점),N,N,N
900957,미스터 라멘(서부산점),Y,N,N
900961,본초불닭발(해운대점),N,N,N
900963,카페브이앤나,N,N,N
900978,장서방 파족발&쭈꾸미,N,N,N
901042,민트,N,N,Y
901073,77샐러드,N,N,N
901108,엔케이씨엘이뮨카페(부산동래구점),Y,N,N
901115,윤키친(yoon kitchen),N,N,N
901135,옥이네,N,N,N
901146,에스비푸드(SBFood),N,N,N
901149,오떡24시,N,N,N
901172,GS25(광안원룸점),N,N,N
901211,조마루뼈다귀(중동점),N,N,Y
901226,니아커피,N,N,N
901234,배스킨라빈스(부산명지더샵점),N,N,Y
901245,원카츠(대신점),N,N,N
901264,뚝딱숯불구이,Y,N,N
901291,딜리버리쿡(구서점),N,N,N
901300,민재푸드,N,N,N
901317,이승윤의 알통떡강정(망미동점),N,N,N
901331,하삼동커피(범어사점),N,N,N
901347,로스팅스페이스,N,N,N
901352,백야,N,N,N
901428,정희김밥,N,N,N
901461,정직유부(용호W스퀘어점),N,N,N
901472,툼브로이,N,N,N
901487,도토리123,N,N,N
901494,마야커피,N,N,N
901511,옥토부영식당,N,N,N
901530,골목안13번지,N,N,N
901540,모아축산,N,N,N
901573,포장회센터,N,N,N
901588,낭만빈대떡,N,N,N
901598,바론,N,N,N
901610,알리제빵소,N,N,Y
901612,오빠커피(금정구청점),N,N,N
901619,팹몬스터,N,N,N
901635,COFFEE광장,N,N,N
901682,2020수제버거,N,N,N
901695,오안락,N,N,N
901701,치킨매니아부암점,N,N,N
901712,로아누,N,N,N
901733,태우형푸드,N,N,N
901806,오늘도참치,N,N,N
901831,시그니엘 부산 더 라운지,Y,N,Y
901837,풀 사이드바,N,N,N
901845,밥도둑모임,N,N,N
901853,시그니엘 부산 더 라운지,Y,N,Y
901869,조개패거리,N,N,N
901879,까페동백(갤러리유지),N,N,N
901896,상상짬뽕(반여점),Y,N,N
901899,마피아떡볶이(부산동래점),N,N,N
901906,스윗앤썰티,N,N,N
901953,베러먼데이(사직온천점),N,N,N
901954,불고기돈까스,N,N,N
901973,청년어부,N,N,N
901980,핫도그브라더스(부산동래점),Y,N,N
901990,국대신쭈꾸미(명지점),N,N,N
902023,토고래디저트샵,N,N,N
902057,스페이스앤무드,Y,N,N
902062,쏙만두,N,N,N
902067,왕자맥주(구서점),Y,N,N
902071,제이에이치푸드(JH푸드),N,N,N
902108,노브랜드 버거(부산장산역점),N,N,N
902125,북경,N,N,Y
902139,윙고,N,N,N
902141,익스(EX),N,N,N
902147,출근길(송산점),Y,N,N
902163,아이키 세븐일레븐(부산인제의대점),N,N,N
902167,구덕포끝집고기,N,N,N
902181,상해반점,N,N,N
902197,원유로스페셜티(부산명륜점),N,N,N
902372,오이소,N,N,N
902404,두마리찜닭(엄궁점),N,N,Y
902421,아지트,N,N,N
902449,규 케이크,N,N,N
902498,원더풀명품찹쌀꽈배기,N,N,N
902513,텐퍼센트커피(동래명륜점),N,N,N
902516,하마루,N,N,N
902523,김가네김밥(부산하단점),N,N,Y
902531,복고다방(범방점),N,N,N
902570,별빛비어,N,N,N
902571,비어82,Y,N,N
902586,"원할머니보쌈,족발(부산화명점)",N,N,Y
902657,전포닭발,N,N,N
902662,함흥커피(제 3호점),N,N,Y
902669,감성커피(부산명지신명초점),N,N,N
902683,산민물바다식당,N,N,N
902697,행복한밥상',N,N,N
902703,세븐일레븐(부산서면제일점),N,N,N
902737,꼬들스맵족발,N,N,N
902739,디케이치킨,N,N,N
902756,찐다방,N,N,N
902766,비비큐치킨(부산거제대로점),N,N,N
902820,강호의 도리,N,N,N
902825,금곡수제닭,N,N,N
902844,카페테리아(부산도서관점),N,N,N
902881,금호.조개칼국수.우동,N,N,N
902886,돌우물(부산명지점),N,N,N
902887,동녘돈까스(송도본점),N,N,Y
902890,매그마스키친,N,N,N
902897,배쿡스 후르츠카페,N,N,N
902899,사해방,N,N,N
902919,정성숯불두마리치킨,N,N,N
902978,만보족발(반송점),N,N,N
903001,돈돈돈,N,N,N
903002,돈추,N,N,N
903005,떡볶이&감자튀김,N,N,N
903006,뚜레쥬르(부산명지더샵점),N,N,N
903013,새밭행복카페,N,N,N
903024,옛막국수집,N,N,N
903042,프루츠락(서면점),N,N,N
903044,허그,N,N,N
903076,월면가(부산금정점),N,N,N
903078,일미리금계찜닭(우동점),N,N,N
903127,세광양대창(부산동래점),N,N,N
903136,쓰리팝 피씨 카페,N,N,N
903158,컴포즈커피(해운대롯데캐슬스타점),N,N,Y
903171,공차(부산동대신점),N,N,N
903205,아이언가이즈(부산대점),N,N,N
903234,눈꽃대패(구포점),N,N,N
903260,상상짬뽕(기장일광점),N,N,N
903279,윈카지노펍(Winn카지노펍),N,N,N
903300,비비큐(부산영주점),N,N,N
903330,르봉비,N,N,Y
903351,김영희강남아구찜(명지점),Y,N,N
903362,르번미(스타필드명지점),N,N,N
903372,삼굽살(수영직영점),N,N,N
903380,오대고,Y,N,N
903381,와이주스(개금점),N,N,N
903401,카페테디,N,N,N
903404,포에버,N,N,N
903427,레트로빵앤도넛,N,N,N
903429,만만식당,N,N,N
903439,어게인,N,N,N
903442,밥 위에 후라이(괴정점),N,N,N
903458,후마땡(해운대본점),N,N,N
903460,녹산횟집,N,N,N
903592,덕포꼬리집(대연점),N,N,N
903602,씨스페이스(괘법은하점),N,N,N
903605,제이제이 갤러리 카페,N,N,N
903609,벤또랑(부산센트럴스퀘어점),N,N,N
903612,CU해운대플러스점,N,N,N
903617,동금이가게,N,N,N
903624,부어치킨(부산주례점),N,N,N
903641,카페 맑음,N,N,N
903644,퍼퓸72(서면),N,N,N
903648,호식이두마리치킨(만덕신도시점),N,N,N
903669,박자매 분식,N,N,Y
903681,자담치킨(괘법점),N,N,N
903695,나베데이,N,N,N
903699,단오샌드,N,N,N
903713,안식처,Y,N,Y
903735,희야네 포차,N,N,N
903740,가마치통닭(부산 아미점),N,N,N
903759,요리친구,N,N,N
903766,컴피,N,N,N
903767,토리나무(서동점),N,N,N
903785,만나명품돼지,N,N,N
903786,매머드커피(부산남포점),N,N,N
903787,맨날국수(기장일광점),N,N,Y
903810,다온정,N,N,N
903833,원할머니보쌈족발(부산시청점),N,N,N
903842,청년피자(녹산점),N,N,N
903844,카페봄봄(부산사직점),N,N,N
903848,티바두마리치킨(연산토곡점),N,N,Y
903868,별난만두(연산점),N,N,N
903978,대식가2900(금곡점),N,N,N
903982,박주당보리밥,N,N,N
904004,이마트24(서면롯데캐슬점),N,N,N
904008,챠오샤브,Y,N,N
904009,치치,Y,N,N
904011,카페밸리,N,N,N
904017,고기잘하는집(안락본점),N,N,N
904029,두둠치밥(기장점),N,N,N
904067,이베리코공장,N,N,Y
904068,자담치킨(부산초읍점),N,N,N
904081,카페051(부전역점),N,N,N
904082,카페봄봄(초량점),N,N,N
904098,말던,N,N,N
904101,몽에그,N,N,N
904120,역전할머니맥주(남산역점),N,N,N
904153,부엌19.83(명지점),N,N,N
904204,명품바사삭누룽지(못난이꽈배기부산공항점),N,N,N
904214,다가치통닭 부산(다대낫개점),N,N,Y
904229,세운보리밥,N,N,N
904256,홀리크랩,N,N,N
904257,황금명태본가(해운대점),Y,N,Y
904274,배산아래 산방,N,N,N
904282,소풍경(부산대점),N,N,N
904286,어랏투고,N,N,N
904307,씨엘로,Y,N,Y
904339,부엌,N,N,N
904362,문,Y,N,N
904374,우미가&백산맥주,N,N,N
904417,브로쓰마카롱,N,N,N
904426,아이러브알오,N,N,Y
904429,오매가매분식,N,N,N
904433,저먼아이리스(germaniris),N,N,N
904435,"제시카라운지(JESSICA LOUNGE), 카페18그램(cafe 18grams)",N,N,N
904462,공감,N,N,N
904477,말랑제이,N,N,Y
904479,바홀릭,N,N,N
904510,통기타이야기,N,N,N
904543,블루샥(연산점),N,N,N
904545,뽕뜨락피자(명지국제신도시점),N,N,Y
904561,자야떡볶이,N,N,N
904575,제주 할매 순대국밥,N,N,Y
904586,카페 서로,N,N,Y
904626,돈다리족발,N,N,N
904658,불막열삼(사직온천점),N,N,N
904673,자담치킨(부산남천점),N,N,Y
904693,커피빈(부산화명수정역점),N,N,Y
904706,명랑핫도그(일광신도시점),N,N,N
904738,덕분생선구이(동대신점),N,N,N
904742,순천식당,N,N,N
904788,엄마손칼국수,Y,N,N
904801,딱비어,N,N,N
904827,KPAS(포슬린페인팅아트스쿨),N,N,N
904852,별빛마루,N,N,N
904856,설빙(대신점),N,N,N
904860,세븐일레븐(부산광안오션점),N,N,N
904867,싸와디식당(사직점),Y,N,N
904880,정성순대(명지신호점),Y,N,N
904881,지에스25(명지대방2호점),N,N,N
904939,9성급 과메기(전문점),N,N,N
904952,만석미역(초량동점),Y,N,N
904958,미우커피,Y,N,N
904988,편백송정,Y,N,Y
904992,허지푸드,N,N,N
905003,라메이 사천훠궈(부경대점),N,N,N
905024,크라상점(정관점),N,N,N
905049,솜씨만두김밥,N,N,N
905050,겐로쿠우동(부산대점),N,N,N
905061,쿠키살롱,Y,N,N
905097,올이미지스,Y,N,N
905108,통영식당,N,N,N
905127,도담,N,N,N
905131,미선이네 생오리,N,N,N
905163,1980 아구신,N,N,N
905166,카페설렘본초맘죽(수영점),N,N,N
905201,갈맷길장어,N,N,N
905210,라운더스,N,N,N
905218,씨유(망미블루점),N,N,N
905225,파리바게뜨,N,N,N
905235,마마플레이트,N,N,N
905253,제일떡방앗간,N,N,N
905255,짬뽕상회(김해공항점),N,N,N
905312,순천식당,N,N,N
905315,원이떡볶이,N,N,N
905366,일로공작,N,N,N
905373,이안루,N,N,N
905432,노브나인,N,N,N
905439,바니테일,N,N,Y
905452,크리스아트케이크,N,N,N
905455,닭서리소주방,N,N,N
905456,힐링원적외선 편백찜질카페,N,N,N
905515,태평축산식당,N,N,N
905516,터닝포인트,N,N,N
905517,텐퍼센트커피(동아대학교점),N,N,N
905521,하삼동커피(서면아이파크점),Y,N,N
905540,봉구네부엌,N,N,N
905571,서울마님죽,N,N,N
905780,빌리지,N,N,N
905786,스타벅스(해운대엑스더스카이점),N,N,Y
905799,직화구이대마왕,N,N,N
905804,큐큐면관(해운대점),N,N,N
905834,세븐일레븐(부산하단골드점),N,N,N
905866,국제통닭(초량점),N,N,Y
905883,우리집반찬,N,N,N
905894,플랜트피,N,N,N
905903,닭갈비486,N,N,N
905921,자담치킨(부산해운대역점),N,N,N
905930,피알에프엔비(PR F&B),N,N,N
905943,베트남분짜반베(롯데백화점센텀시티점),N,N,N
905990,에스뽀아,N,N,N
906005,카페인화명,N,N,N
906012,해물생아구찜전문,N,N,N
906025,리틀오스,N,N,Y
906033,신신양꼬치,N,N,N
906034,얌샘김밥(부산명지점),Y,N,N
906041,최꼬리,N,N,N
906043,카페조화,N,N,N
906045,크루피자(해운대점),N,N,Y
906114,원할머니보쌈족발(부산해운대중동점),N,N,Y
906116,바게뜨양(경성대부경대점),Y,N,N
906128,이모네 밥집,N,N,N
906136,호맥,N,N,N
906149,마녀족발,N,N,N
906187,행복한회수산마트,N,N,N
906189,아웃백스테이크하우스(센텀시티점),N,N,N
906215,약땅호도과자,N,N,N
906219,원조기장손칼국수(기장시장본점),Y,N,N
906222,족발이다(본점),N,N,N
906227,팔팔팔숙이네,N,N,Y
906232,회대장탕대장,N,N,N
906248,느루푸드,N,N,N
906264,솔푸드,N,N,N
906268,안리푸드,N,N,N
906271,에프티키친,N,N,N
906273,오덕구이,N,N,N
906284,추억 만들기,N,N,N
906354,한 잔. 더,N,N,N
906365,도깨비포차,N,N,N
906368,라무진(명지국제신도시점),Y,N,N
906370,마녀족발,N,N,N
906376,미소당,N,N,N
906377,보성푸드,N,N,N
906382,세븐일레븐(부산범천다인점),N,N,N
906394,카페버디,N,N,N
906396,타코락(재송점),N,N,N
906399,텐퍼센트커피(부산대학교점),N,N,N
906422,배정숙김치김밥,N,N,N
906439,에이치제이 코리아,N,N,N
906480,카페아워,N,N,N
906532,주유소,N,N,N
906564,다올테마카페,N,N,N
906588,온센(부산수영구점),N,N,N
906607,꼬모맨션(부산점),N,N,Y
906611,대보반점,N,N,N
906614,마지막 보쌈,N,N,N
906639,추억속으로,N,N,N
906642,홀덤스타즈(명지점),N,N,N
906666,붐테이블푸드,N,N,N
906676,신참떡볶이(부산금곡점),N,N,N
906677,씨유(교리나눔점),N,N,N
906688,육회산장(덕천점),N,N,N
906692,스시 몽,Y,N,N
906716,그릴&바베큐,N,N,N
906732,소꿉마루,Y,N,N
906800,동래정 소고기해장국,N,N,N
906818,블루문,N,N,N
906822,서울뚝배기,N,N,N
906852,지에스(GS)25(청룡점),N,N,N
906858,친구야 한잔하자,N,N,N
906874,기장김밥,N,N,N
906913,33게이트,N,N,Y
906973,풍경 브런치카페,N,N,N
906997,수유리혼밥왕(부산 금정점),N,N,N
907005,유가솜씨 닭갈비(센텀점),N,N,N
907034,나미,N,N,N
907044,마녀족발,N,N,N
907099,비비큐(사직스마트점),N,N,N
907144,유정,N,N,N
907156,태양주막,N,N,N
907164,하담커피,Y,N,N
907167,홍스파게티,N,N,N
907176,놀부보쌈족발(연산점),N,N,N
907182,띠뚱전골,N,N,N
907191,순곱이네(사하점),N,N,N
907214,명품달인김밥(가락점),N,N,N
907237,꼬돌이족발초읍점,N,N,N
907272,365데이즈,N,N,N
907276,구포유카페,Y,N,N
907279,김가네가야밀면,N,N,N
907298,에스아이씨식당,N,N,N
907302,우성돈까스(남산점),N,N,N
907310,하니네쌈,N,N,N
907312,경성코페(부산동래점),Y,N,N
907388,쇼디치 560,N,N,N
907428,별펍,N,N,N
907439,씨유(신다대점),N,N,N
907489,스쿱당(부산전포점),N,N,N
907535,마마트(MA-MART),N,N,N
907543,서리재(신세계센텀시티점),N,N,N
907546,식당도우,N,N,N
907560,"원할머니보쌈,족발(부산서면점)",N,N,Y
907571,코바,N,N,N
907585,모냐미,Y,N,N
907593,순곱이네(명지점),N,N,N
907605,자매네,N,N,N
907618,GS25(대연롯데점),N,N,N
907646,피자스쿨(좌4동점),N,N,Y
907648,명진수산,N,N,N
907649,후라이드 참 잘하는 집(구포점),N,N,N
907669,본도시락(범일점),N,N,N
907674,스시도시락(화명점),Y,N,N
907689,족보잇는 국밥,N,N,N
907696,커피팀버(비콘),N,N,N
907697,컴포즈커피(문현이안점),Y,N,N
907698,쏘자 토스트,N,N,N
907730,별난김해뒷고기껍데기(부민점),N,N,N
907884,상하이이모,N,N,N
907928,빈카페,N,N,N
907943,스무디킹(이마트24R현대해상부산점),N,N,N
907966,행복을주는가게,N,N,N
907990,로드킹,N,N,N
907998,밀로커피,N,N,N
908014,쏘핫(프리미엄아울렛부산점),N,N,N
908050,고민석불오뎅가마솥떡볶이(센텀점),N,N,N
908061,밀한섬베이커리,N,N,N
908065,봉다리(문현점),N,N,N
908072,쌈의정석,N,N,N
908088,피자스쿨(신도시점),N,N,Y
908093,청년피자(금정구점),N,N,N
908100,텐퍼센트커피(동래시장점),N,N,N
908158,경미가 소곱창전골,N,N,Y
908165,맛나네푸드,N,N,N
908167,빙수야달려,N,N,N
908173,오지공,N,N,N
908191,내가 진짜 떡볶이다(해운대점),N,N,Y
908207,상우초가집,N,N,N
908252,낭만연어,N,N,N
908275,케이따이벤또,N,N,N
908277,해돋이 카페,N,N,N
908339,맥스피드(반여점),N,N,N
908340,미남김밥(미남점),N,N,N
908366,하삼동커피(동래수안점),N,N,N
908384,메가탑베이커리,N,N,N
908421,혼밥대왕(사직점),N,N,N
908439,백소정(부산화명점),Y,N,N
908447,세라젬웰카페(부산명지점),N,N,N
908485,C34530,N,N,N
908500,샌드리아(우1동점),N,N,Y
908509,짱이다 돼지왕갈비,N,N,N
908525,다담닭,N,N,N
908527,라투,N,N,N
908530,바로온쉐프(주례직영점),Y,N,N
908536,소풍가는날,N,N,N
908548,우리들밥상,N,N,N
908571,명가,N,N,N
908578,아지트,N,N,N
908627,장자골,N,N,N
908638,오케이 암소갈비살,Y,N,N
908654,빵천동 만나 찹쌀 꽈배기(연산본점),N,N,N
908666,사직칼국수,N,N,N
908745,찐,N,N,N
908749,하이디라오 훠궈(부산역점),Y,N,N
908755,CU(좌동파워점),N,N,N
908771,반도보리밥,N,N,N
908780,세븐일레븐(부산광안알뜰점),N,N,N
908793,자매식당,N,N,N
908804,케이푸드,N,N,N
908833,이마트24(편의점),N,N,N
908843,하나돈까스(교대법원점),Y,N,N
908848,카페띠아모(동남권원자력의학원점),N,N,N
908855,뉴욕버거(이마트문현점),N,N,N
908860,맥주창고,N,N,N
908879,우정식당,N,N,N
908908,쉼표그린,Y,N,N
908941,에이치앤디이 장안울산휴게소 커피전문점(2호점),N,N,N
908949,동네맛집 맥싸롱,N,N,N
908954,만두가(정관점),N,N,N
908960,봉 쉐프 쭈꾸미(신평본점),N,N,N
908970,엔티엠,N,N,N
908993,베이스먼트,N,N,N
909079,홍주방(명지점),Y,N,Y
909084,경양카츠(해리단길점),N,N,Y
909125,두손반찬,N,N,N
909155,은하별,N,N,N
909199,모리,N,N,Y
909202,부부식당,N,N,N
909219,청년쉐프들,N,N,N
909223,투썸플레이스(구서SK점),Y,N,N
909270,열혈떡볶이,N,N,N
909281,코인트커피(coint coffee),N,N,N
909344,신불떡볶이(동아대점),N,N,N
909346,쎄쎄쎄명랑커뮤니티센터,Y,N,N
909363,럭키살롱(부산대점),N,N,N
909367,맛나감자탕(구서점),Y,N,N
909389,우미옥,N,N,N
909396,자갈치식당,N,N,N
909409,코리엔탈 깻잎두마리치킨(금정점),N,N,N
909438,수정이네집밥,N,N,N
909443,이조숯불돼지갈비,N,N,N
909512,고릴라브루잉(남포점),N,N,N
909542,카페브로시스,N,N,N
909561,마렌플라워,N,N,N
909563,미소,N,N,N
909582,제니바,N,N,N
909609,달리,N,N,N
909612,독일족발,N,N,N
909632,씨유(반여드림점),N,N,N
909645,전주남문토종순대국(국제신도시점),Y,N,N
909680,롯데반점,N,N,N
909712,자미당(동래점),N,N,N
909731,행운식당,N,N,N
909732,호호스시,N,N,N
909786,빵천동 만나 찹쌀 꽈배기,N,N,N
909818,경성로293,N,N,N
909822,국제통닭(당감점),N,N,N
909826,나도람키친(해운대직영점),N,N,N
909844,부산갈매기식당,N,N,Y
909849,약국카페,N,N,N
909881,라떼치킨,N,N,N
909935,페리카나치킨(지사점),N,N,Y
909936,해송바다장어추어탕,Y,N,N
910040,씨유(명지엘크루점),N,N,N
910052,전주소반(경성대점),N,N,N
910101,야식당,N,N,N
910116,텐퍼센트커피(송도암남공원로점),N,N,Y
910125,133스카이,N,N,N
910147,수복축산,N,N,N
910164,진빼이명품쭈꾸미,N,N,N
910180,가내수공업돈카츠공방(본점),N,N,N
910183,김과장수제즉석돈가스(사직점),N,N,N
910225,일광한신더휴(CU점),N,N,N
910228,정성보따리(기장점),N,N,N
910231,지에스25 동구(사루비아점),N,N,N
910234,청년피자(다대장림점),N,N,N
910249,홍우동,N,N,Y
910251,다정다맛,N,N,N
910269,림스치킨(오륙도sk뷰점),N,N,N
910294,이자카야 만디,N,N,N
910320,달리는 려석들(부산 광안점),N,N,N
910324,아토샐러드,N,N,Y
910352,럼스,N,N,Y
910353,만스시,N,N,N
910357,베이리프 커피(경성부경대점),N,N,N
910383,제이엠수제햄부대찌개,N,N,N
910391,태안식당,N,N,N
910432,본도시락(부산연산점),N,N,N
910435,컴포즈커피(중앙동40계단점),N,N,N
910454,미니카페,N,N,Y
910490,네모푸드(부산사직점),N,N,N
910507,배꼽시계,N,N,N
910509,베더,N,N,N
910516,싱싱프루츠(서면점),N,N,N
910530,순이 김밥(정관점),N,N,N
910538,진짜글이,N,N,N
910551,#브라더스,N,N,N
910559,마루제이 커피,N,N,N
910565,모리모리덮밥도시락,N,N,N
910582,인생역전,N,N,N
910589,찐스시,N,N,N
910597,하운드호텔(기장일광점),N,N,N
910608,더벤티(다대자유점),N,N,Y
910625,소소떡볶이(경성대점),N,N,N
910641,#푸줏간(하단점),N,N,N
910643,한끼챔피언,N,N,N
910644,홍이집(일광점),N,N,N
910647,황금식당,N,N,N
910669,바바에프앤비,N,N,N
910671,브라운티스,N,N,N
910684,옛날찐빵도너츠,N,N,N
910744,송정3대국밥,N,N,Y
910745,이가네가야밀면 왕만두,N,N,Y
910768,냠냠숯불 두마리치킨(남산점),N,N,N
910772,미를 담다,N,N,N
910774,블루샥(온천천점),N,N,N
910776,수내닭꼬치(일광신도시점),N,N,N
910778,씨스루(전포점),N,N,N
910783,에리카 키친,N,N,N
910795,텐퍼센트커피(초량육거리점),N,N,N
