식당(ID),식당위도,식당경도
34593,35.2684,129.0898
34594,35.2667,129.0889
34595,35.267,129.0921
34596,35.2636,129.0865
34597,35.267,129.0921
34598,35.2648,129.0863
34599,35.267,129.0906
34600,35.2304,129.0855
34601,35.2298,129.084
34602,35.2298,129.084
34603,35.2304,129.0843
34604,35.2326,129.0867
34605,35.2296,129.0768
34606,35.2418,129.0863
34607,35.2302,129.0839
34608,35.233,129.0848
34609,35.2252,129.0801
34610,35.2369,129.084
34611,35.2309,129.0886
34612,35.2465,129.0898
34613,35.2585,129.0839
34614,35.2464,129.0908
34615,35.2472,129.0909
34616,35.246,129.0921
34617,35.2441,129.0915
34618,35.2452,129.0914
34619,35.2482,129.0904
34620,35.2559,129.0876
34621,35.2379,129.0867
34622,35.217,129.0966
34623,35.2153,129.1071
34624,35.2144,129.1071
34625,0,0
34626,35.2143,129.1066
34627,35.2153,129.1075
34628,35.2167,129.103
34630,35.2296,129.086
34631,35.2262,129.09
34632,35.2418,129.0899
34633,35.2202,129.0875
34634,35.2377,129.0933
34635,35.2426,129.0937
34636,35.2291,129.0919
34637,35.2145,129.1067
34638,35.2379,129.0915
34639,35.2164,129.1004
34640,35.2723,129.0892
34641,35.1089,128.9321
34642,35.1129,128.9318
34643,35.1128,128.9313
34644,35.1813,129.0771
34646,35.1834,129.0746
34647,35.1843,129.0821
34648,35.184,129.0824
34649,35.184,129.0821
34650,35.1859,129.0807
34651,35.184,129.081
34652,35.1857,129.076
34653,35.1858,129.0804
34654,35.1844,129.0819
34655,35.1858,129.0979
34656,35.1872,129.0986
34657,35.1812,129.078
34658,35.1885,129.1047
34659,35.1866,129.1063
34660,35.1862,129.084
34661,35.1872,129.0825
34662,35.1863,129.0834
34663,35.1875,129.0823
34664,35.1863,129.0844
34665,35.1862,129.084
34666,35.1837,129.0861
34667,35.1953,129.0788
34668,35.1953,129.0788
34669,35.1973,129.0786
34670,35.1885,129.0764
34671,35.1747,129.0923
34672,35.1743,129.0924
34673,35.1859,129.0807
34693,35.1687,129.1191
34694,35.1727,129.1103
34695,35.1684,129.1152
34696,35.1695,129.1126
34697,35.1695,129.1126
34698,35.1708,129.1013
34706,35.1676,129.1166
34715,35.1728,128.9796
34716,35.1777,128.977
34717,35.1934,128.9861
34718,35.1921,128.9879
34719,35.1895,128.991
34720,35.1922,128.9922
34721,35.1876,128.9853
34722,35.1914,128.9933
34723,35.1841,128.9935
34724,35.1863,128.9893
34725,35.1706,128.9816
34726,35.1757,128.9887
34727,35.1742,128.9832
34728,35.1576,128.985
34729,35.1652,128.9837
34730,35.1638,128.9844
34731,35.1635,128.9848
34732,35.1637,128.9846
34733,35.1634,128.9852
34734,35.164,128.9831
34735,35.1647,128.9855
34736,35.1637,128.9847
34737,35.164,128.9834
34738,35.1495,128.9942
34739,35.1465,128.9941
34740,35.1352,128.9926
34741,35.142,128.9887
34742,35.1498,129.004
34743,35.1553,128.9805
34744,35.1579,128.9883
34745,35.1564,128.9819
34746,35.1874,128.9906
34747,35.1851,128.9908
34748,35.1494,129.0043
34749,35.1475,129.0003
34750,35.1294,128.9712
34751,35.1325,128.9716
34752,35.1282,128.9726
34753,35.1928,128.9861
34754,35.1669,128.9827
34755,35.1478,129.0033
34758,35.2334,129.2191
34759,35.3289,129.2807
34760,35.2372,129.2427
34761,35.2992,129.2594
34762,35.2499,129.2141
34763,35.2409,129.2145
34764,35.2437,129.2149
34765,35.2402,129.2145
34766,35.2363,129.2188
34767,35.2148,129.2231
34768,35.2251,129.2287
34769,35.2437,129.2149
34770,35.2437,129.2149
34771,35.2412,129.2172
34772,35.2437,129.2149
34773,0,0
34774,35.2342,129.2178
38777,35.1362,129.0924
39858,35.1023,129.0341
39859,35.107,129.0378
39860,35.1011,129.0353
39861,35.1101,129.0389
39862,35.1077,129.0382
39863,35.1081,129.0374
39864,35.1035,129.0354
39865,35.1082,129.0343
39866,35.1027,129.0342
39867,35.1038,129.0346
39868,35.1078,129.0336
39869,35.0999,129.0342
39870,35.1034,129.0354
39871,35.1037,129.0241
39872,35.1009,129.0255
39873,35.1004,129.0246
39874,35.1008,129.0257
39875,35.1006,129.0263
39876,35.0993,129.0258
39877,35.1004,129.0259
39878,35.0986,129.0255
39879,35.0987,129.0264
39880,35.1017,129.0227
39881,35.1,129.0293
39882,35.1004,129.0302
39883,35.0998,129.0315
39884,35.0989,129.0315
39885,35.0976,129.0297
39886,35.099,129.0287
39887,35.1115,129.0367
39888,35.1133,129.0303
39889,35.1123,129.0354
39890,35.1001,129.0259
39891,35.1025,129.0358
39892,35.1004,129.0263
39893,35.1017,129.0314
39894,35.0976,129.0354
39895,35.1069,129.0349
39896,35.1092,129.02
39897,35.112,129.0185
39898,35.1112,129.0196
39899,35.1107,129.0187
39900,35.1086,129.0145
39901,35.1024,129.0189
39902,35.105,129.021
39903,35.0992,129.0192
39904,35.1068,129.0218
39905,35.0627,129.0188
39907,35.0626,129.0171
39908,35.0958,129.0254
39909,35.0971,129.0225
39910,35.1092,129.0146
39911,35.1182,129.0428
39912,35.1215,129.0396
39913,35.116,129.0398
39914,35.115,129.0391
39915,35.1256,129.0464
39916,35.1253,129.0462
39917,35.1175,129.0421
39918,35.1287,129.0469
39919,35.1299,129.0485
39920,35.1303,129.0478
39921,35.1312,129.0545
39922,35.1307,129.0483
39923,35.1297,129.0481
39924,35.1295,129.0442
39925,35.1381,129.0589
39926,35.118,129.0402
39927,35.1152,129.0386
39928,35.1354,129.0648
39929,35.1406,129.0625
39930,35.1384,129.0586
39931,35.1405,129.0491
39932,35.1162,129.0412
39933,35.1372,129.0616
39934,35.1418,129.0548
39935,35.1389,129.0588
39936,35.1181,129.0427
39937,35.1307,129.0472
39938,35.1405,129.0491
39939,35.1283,129.0464
39940,35.1397,129.0603
39941,35.1265,129.0449
39942,35.131,129.0492
39943,35.1405,129.0585
39944,35.1272,129.0383
39945,35.1154,129.0394
39946,35.1407,129.0563
39947,35.1294,129.0475
39948,35.0913,129.043
39949,35.0913,129.0431
39950,35.0914,129.0434
39951,35.0858,129.0406
39952,35.0874,129.0439
39953,35.0877,129.041
39954,35.0896,129.0394
39955,35.0896,129.04
39956,35.0789,129.0707
39957,35.0689,129.0661
39958,35.0764,129.0715
39959,35.09,129.0405
39960,35.0909,129.0405
39961,35.0789,129.0707
39962,35.0907,129.0405
39963,35.0766,129.0708
39964,35.0899,129.0372
39965,35.0911,129.0388
39966,35.0934,129.041
39967,35.0924,129.0425
39968,35.0922,129.0436
39969,35.0967,129.0616
39970,35.0914,129.0431
39971,35.1515,129.0201
39972,35.1595,129.0241
39973,35.158,129.024
39974,35.1522,129.0251
39975,35.1594,129.0312
39976,35.157,129.025
39977,35.1502,129.0211
39978,35.1615,129.0284
39979,35.1523,129.0261
39980,35.1517,129.0246
39981,35.1468,129.0224
39982,35.1542,129.0216
39983,35.1589,129.0591
39984,35.1607,129.058
39985,35.1581,129.0554
39986,35.162,129.0615
39987,35.1582,129.0558
39988,35.1584,129.0611
39989,35.1585,129.062
39990,35.1588,129.0535
39991,35.1605,129.0581
39992,35.1586,129.0569
39993,35.1618,129.0582
39994,35.1612,129.0576
39995,35.1612,129.0576
39996,35.1612,129.0576
39997,35.1612,129.0576
39998,35.1546,129.0681
39999,35.1598,129.0674
40000,35.1523,129.0679
40001,0,0
40002,35.1552,129.0625
40003,35.16,129.0532
40004,35.1582,129.0575
40005,35.1794,129.0478
40006,35.1799,129.0523
40007,35.1813,129.0473
40008,35.1742,129.0741
40009,35.1704,129.0699
40010,35.1728,129.0704
40011,35.1742,129.0734
40012,35.1722,129.0699
40013,35.1759,129.0684
40014,35.1765,129.0717
40015,35.1619,129.0544
40016,35.1679,129.065
40017,35.155,129.056
40018,35.1553,129.058
40019,35.1556,129.0571
40020,35.1523,129.0569
40021,35.1557,129.0581
40022,35.1557,129.0581
40023,35.1523,129.0603
40024,35.1556,129.0601
40025,35.155,129.0621
40026,35.1548,129.0616
40027,35.1545,129.0553
40028,35.1553,129.0558
40029,35.1555,129.0606
40030,35.1688,129.0448
40031,35.1662,129.0333
40032,35.156,129.0418
40033,35.1479,129.0297
40034,35.1474,129.0584
40035,35.146,129.0598
40036,35.1428,129.0625
40037,35.142,129.0603
40038,35.1448,129.0595
40039,35.1627,129.0365
40040,35.166,129.0409
40041,35.1646,129.0354
40042,35.1627,129.0365
40043,35.1673,129.037
40044,35.1675,129.0365
40045,35.1647,129.0354
40046,35.1674,129.0371
40047,35.1621,129.0351
40048,35.166,129.0406
40049,35.1665,129.0311
40050,35.16,129.0567
40051,35.1525,129.0219
40052,35.16,129.0602
40053,35.1593,129.0245
40054,35.204,129.0841
40055,35.2032,129.084
40056,35.1994,129.0923
40057,0,0
40058,35.203,129.0858
40059,35.2077,129.0731
40060,35.2193,129.0809
40061,35.2052,129.0697
40062,35.2196,129.0757
40063,35.2219,129.0835
40064,35.212,129.0584
40065,35.2109,129.0755
40066,35.2099,129.0762
40067,35.2002,129.075
40068,35.195,129.1042
40069,35.2045,129.1081
40070,35.1376,129.1021
40071,35.1276,129.0927
40072,35.1257,129.0889
40073,35.1287,129.0932
40074,35.1289,129.0911
40075,35.1377,129.0979
40076,35.1285,129.0861
40077,35.1469,129.0963
40078,35.1373,129.1013
40079,35.1364,129.0996
40080,35.12,129.1108
40081,35.12,129.109
40082,35.1201,129.1105
40083,35.1242,129.1135
40084,35.1221,129.0979
40085,35.1143,129.0953
40086,35.1162,129.0945
40087,35.1174,129.0812
40088,35.1172,129.0813
40089,35.1255,129.0709
40090,35.1156,129.0827
40091,35.144,129.0771
40092,35.1435,129.0772
40093,35.1225,129.0841
40094,35.1373,129.0713
40095,35.1414,129.0671
40096,35.1337,129.1007
40097,35.1352,129.0889
40099,35.196,128.989
40100,35.2026,128.995
40101,35.2091,129.0001
40102,35.2012,129.0051
40103,35.2056,129.004
40104,35.1944,129.0062
40105,35.2091,129.0001
40106,35.1986,129.0055
40107,35.2066,129.0045
40108,35.2011,128.9975
40109,35.2,129.0052
40110,35.2115,129.0123
40111,35.2101,129.0075
40112,35.2098,129.0091
40113,35.2122,129.0197
40114,35.2109,129.0065
40115,35.2123,129.0242
40116,35.2101,129.0075
40117,35.2152,129.0208
40118,35.2111,129.007
40119,35.2097,129.0059
40120,35.2105,129.0374
40121,35.211,129.0305
40122,35.2108,129.0281
40123,35.211,129.0301
40124,35.2119,129.0347
40125,35.2126,129.0409
40126,35.2108,129.0312
40127,35.2112,129.0297
40128,35.2112,129.0305
40129,35.2108,129.0383
40130,35.2108,129.0293
40131,35.2073,129.0382
40132,35.209,129.0376
40133,35.2112,129.0283
40134,35.1685,129.1401
40136,35.1951,129.1197
40137,35.2079,129.1168
40138,35.1921,129.1212
40139,35.1867,129.1251
40140,35.2242,129.1493
40141,35.2281,129.1487
40143,35.1918,129.1323
40144,35.1917,129.1304
40146,35.2331,129.1562
40147,35.1988,129.1323
40148,35.1892,129.1275
40149,35.1948,129.1158
40152,35.1876,129.1257
40153,35.2013,129.1337
40154,35.2001,129.1318
40155,35.2246,129.1492
40156,35.2308,129.156
40159,35.1919,129.1215
40160,35.1861,129.1246
40161,35.1992,129.1323
40162,35.1832,129.2033
40163,35.1833,129.2027
40164,35.2252,129.1489
40165,35.2252,129.1491
40167,35.1938,129.1184
40168,35.1708,129.1391
40169,35.0975,128.9837
40170,35.1039,128.9989
40171,35.1068,128.9756
40172,35.102,128.9753
40174,35.1035,128.9633
40175,35.1057,128.9692
40176,35.1064,128.9705
40177,35.1053,128.9706
40178,35.0911,128.9755
40179,35.0903,128.9769
40180,35.09,128.978
40181,35.1081,128.9676
40182,35.1081,128.9676
40183,35.1118,128.9661
40184,35.1105,128.9638
40185,35.1088,128.9606
40186,35.113,128.9652
40187,35.1106,128.964
40188,35.0922,128.9772
40189,35.0992,128.9575
40190,35.0911,128.9788
40193,35.0916,128.9735
40195,35.0911,128.9763
40197,35.0905,128.9774
40199,35.0976,128.9593
40200,35.0828,128.9702
40201,35.0806,128.9678
40202,35.0809,128.9679
40203,35.0914,128.9692
40204,35.0797,128.9769
40205,35.0761,128.991
40206,35.0713,128.973
40207,35.0796,128.9711
40208,35.0794,128.9701
40209,35.08,128.9687
40210,35.1014,128.9574
40211,35.2652,129.1005
40212,35.2652,129.1005
40213,35.2652,129.1005
40214,35.2957,129.095
40215,35.2939,129.1006
40216,35.2516,129.0537
40217,35.252,129.0546
40218,35.2433,129.0555
40219,35.2508,129.0549
40220,35.2216,129.089
40221,35.2263,129.1168
40222,35.2158,129.1124
40223,35.216,129.1151
40224,35.2259,129.1166
40225,35.2648,129.0941
40226,35.2722,129.0884
40227,35.2722,129.0884
40228,35.2668,129.0907
40229,35.2717,129.0849
40230,35.267,129.0906
40231,35.264,129.0879
40232,35.2309,129.0857
40233,35.2321,129.0859
40234,35.2176,129.0944
40235,0,0
40236,35.231,129.0852
40237,35.2306,129.0841
40238,35.2308,129.0884
40239,35.2298,129.0838
40240,35.2369,129.0834
40241,35.2317,129.0849
40242,35.232,129.086
40243,35.2392,129.0872
40244,35.2282,129.0866
40245,35.2321,129.0856
40246,35.232,129.086
40247,35.2295,129.0845
40248,35.2281,129.078
40249,35.2301,129.086
40250,35.237,129.0842
40251,35.233,129.0863
40252,35.2447,129.0898
40253,35.2604,129.0899
40254,35.2434,129.0915
40255,35.2606,129.0889
40256,35.2604,129.0842
40257,35.2437,129.0907
40258,35.2581,129.0908
40259,35.2581,129.0896
40260,35.2548,129.0845
40261,35.2582,129.0841
40262,35.2174,129.0985
40263,35.2155,129.1035
40264,35.2151,129.1068
40265,35.2147,129.1032
40266,35.221,129.091
40267,35.2148,129.1072
40268,35.2173,129.0981
40269,35.216,129.1031
40270,35.215,129.1042
40271,35.2164,129.1035
40272,35.217,129.1026
40273,35.2134,129.107
40274,35.2198,129.0871
40275,35.2426,129.0937
40276,35.2248,129.0906
40277,35.2245,129.0916
40278,35.2323,129.0922
40279,35.2385,129.0886
40280,35.2427,129.0957
40281,35.2426,129.094
40282,35.2246,129.0916
40283,35.1129,128.9318
40284,35.1097,128.9321
40285,35.0653,128.8349
40286,35.1126,128.9319
40287,35.217,128.9377
40288,35.1084,128.9314
40289,35.1887,129.0922
40290,35.1894,129.0944
40291,35.1898,129.098
40292,35.1891,129.0939
40293,35.1766,129.0849
40294,35.1746,129.0805
40295,35.1735,129.0945
40296,35.1726,129.0952
40297,35.1821,129.1048
40298,35.1812,129.1074
40299,35.1892,129.1008
40300,35.1885,129.1018
40301,35.1801,129.108
40302,35.1827,129.1069
40303,35.1879,129.1033
40304,35.184,129.1087
40305,35.1906,129.0838
40306,35.1907,129.0824
40307,35.1879,129.0821
40308,35.1768,129.0709
40309,35.1853,129.0833
40310,35.1919,129.0881
40311,35.1898,129.0781
40312,35.1838,129.0733
40313,35.1743,129.0921
40314,35.1744,129.0922
40315,35.175,129.1079
40317,35.1734,129.1167
40319,35.1733,129.1177
40329,35.1686,129.1159
40330,35.1688,129.1206
40331,35.1689,129.1172
40332,35.1757,129.1069
40334,35.1708,129.1084
40337,35.1298,129.0996
40338,35.1717,129.1161
40339,35.1857,128.9899
40340,35.1917,128.9852
40341,35.188,128.9897
40342,35.1863,128.9895
40343,35.1914,128.9886
40344,35.1921,128.988
40345,35.1921,128.988
40346,35.1917,128.9918
40347,35.1924,128.9872
40348,35.189,128.991
40349,35.1691,128.9894
40350,35.1527,129.005
40351,35.1606,128.9854
40352,35.1662,128.9857
40353,35.1638,128.9844
40354,35.1619,128.9827
40355,35.1699,128.98
40356,35.1934,128.9861
40357,35.1285,128.971
40358,35.1294,128.9718
40359,35.1545,128.9933
40360,35.1504,129.0116
40361,35.1504,129.0057
40362,35.1479,128.9993
40363,35.1527,129.005
40364,35.1503,129.0129
40365,35.1532,128.9768
40366,35.1496,129.0053
40367,35.1497,129.0131
40368,35.1934,128.9861
40369,35.1949,128.9941
40370,35.1508,129.0025
40371,35.1576,128.9846
40372,35.1844,128.9916
40373,35.1842,128.9961
40374,35.2718,129.1595
40375,35.2181,129.2277
40376,35.2353,129.2177
40377,35.241,129.2147
40378,35.24,129.2416
40379,35.3239,129.2013
40380,35.2423,129.2133
40381,35.3292,129.2834
40382,35.2403,129.2199
40383,35.2133,129.2098
40384,35.218,129.2274
40385,35.241,129.2175
40386,35.2169,129.2257
40387,35.1964,129.2279
40388,35.2398,129.2474
40389,35.2174,129.2263
40390,35.2187,129.2263
40391,35.2437,129.2149
40392,35.2491,129.1863
40393,35.2383,129.2165
40394,35.2476,129.2142
46310,35.1066,129.0329
46311,35.1002,129.0263
46312,35.0968,129.0291
46313,35.1006,129.0259
46314,35.1001,129.027
46315,35.1016,129.0229
46316,35.0996,129.0274
46317,35.102,129.0233
46318,35.0993,129.0256
46319,35.0994,129.0323
46320,35.1007,129.0263
46321,35.1096,129.0384
46322,35.1015,129.0274
46323,35.1012,129.0292
46324,35.0996,129.0273
46325,35.1019,129.026
46326,35.1041,129.035
46328,35.1063,129.0358
46329,35.1012,129.0361
46330,35.1015,129.0344
46331,35.1032,129.032
46332,35.1046,129.0292
46333,35.105,129.0221
46334,35.0985,129.026
46337,35.0985,129.0318
46338,35.097,129.0306
46339,35.0973,129.0285
46340,35.0978,129.0305
46341,35.0988,129.0317
46342,0,0
46343,35.111,129.0374
46344,35.1044,129.0236
46345,35.0977,129.0301
46346,35.0997,129.0302
46347,35.1106,129.019
46348,35.1111,129.0203
46349,35.1112,129.0195
46350,35.1112,129.0196
46351,35.1164,129.0178
46352,35.1122,129.0165
46353,35.1209,129.0168
46354,35.1206,129.0164
46355,35.1134,129.0157
46356,35.121,129.017
46357,35.1124,129.0119
46358,35.1126,129.0164
46359,35.1025,129.018
46360,35.0996,129.019
46361,35.1004,129.0162
46367,35.097,129.024
46368,35.0987,129.0226
46369,35.0998,129.0236
46370,35.1018,129.0204
46371,35.0997,129.019
46372,35.0996,129.0191
46373,35.111,129.0194
46374,35.1171,129.0331
46375,35.1258,129.044
46376,35.1278,129.0456
46377,35.1294,129.0478
46378,35.1254,129.0436
46379,35.1124,129.0394
46380,35.1184,129.0395
46381,35.1395,129.0529
46382,35.1358,129.0549
46383,35.1161,129.0389
46384,35.1377,129.058
46385,35.1389,129.0586
46386,35.1395,129.0588
46387,35.1375,129.0616
46388,35.1208,129.0381
46389,35.1296,129.048
46390,35.1431,129.0487
46391,35.1387,129.0586
46392,35.1381,129.059
46393,35.1378,129.0586
46394,35.1394,129.0607
46395,35.1308,129.0462
46396,35.1377,129.058
46397,35.1284,129.0468
46398,35.1384,129.061
46399,35.1406,129.0489
46400,35.1386,129.0599
46401,35.1173,129.0388
46402,35.1233,129.0377
46403,35.1396,129.0599
46404,35.1176,129.0416
46405,35.1301,129.0487
46406,35.1189,129.0395
46407,35.1292,129.047
46408,35.128,129.0464
46409,35.1292,129.0477
46410,35.1396,129.0562
46411,35.1392,129.0599
46412,35.1377,129.058
46413,35.128,129.0464
46414,35.1292,129.0484
46415,35.1377,129.058
46416,35.1171,129.0399
46417,35.1207,129.0433
46418,35.1377,129.058
46419,35.1158,129.0397
46420,35.1287,129.0484
46421,35.14,129.0606
46422,35.0935,129.0402
46423,35.0959,129.0614
46424,35.088,129.0416
46425,35.0898,129.0423
46426,35.0903,129.0422
46427,35.0914,129.0449
46428,35.0849,129.041
46429,35.0909,129.0384
46430,35.0909,129.0399
46431,35.0867,129.0367
46432,35.086,129.0357
46433,35.0924,129.0418
46434,35.0913,129.0399
46435,35.0928,129.0408
46436,35.0914,129.0411
46437,0,0
46438,35.0906,129.0413
46439,35.0834,129.0708
46440,35.0679,129.0809
46441,35.0843,129.0742
46442,35.0825,129.0692
46443,35.0762,129.0716
46444,35.0667,129.0816
46445,35.0758,129.072
46446,35.0723,129.0711
46447,35.079,129.0707
46448,35.0905,129.0355
46449,35.0866,129.0674
46450,35.0922,129.0436
46451,35.0933,129.0421
46452,35.0923,129.0428
46453,35.0932,129.0421
46454,35.0933,129.0401
46455,35.0923,129.0536
46456,35.0914,129.0384
46457,35.0868,129.041
46458,35.0913,129.039
46459,35.0903,129.038
46460,35.0928,129.0393
46461,35.1603,129.0299
46462,35.1519,129.0211
46463,35.1519,129.0246
46464,35.1513,129.0181
46465,35.1553,129.0227
46466,35.1514,129.0173
46467,35.1511,129.0237
46468,35.1584,129.0255
46469,35.1588,129.059
46470,35.1597,129.057
46471,35.1595,129.057
46472,35.1589,129.0554
46473,35.1612,129.0576
46474,35.1594,129.056
46475,35.1582,129.0608
46476,35.1589,129.0554
46477,35.1589,129.0561
46478,35.1584,129.057
46479,35.1595,129.0616
46480,35.1601,129.0714
46481,35.1548,129.0668
46482,35.1605,129.0632
46483,35.1612,129.0629
46484,35.1592,129.066
46485,35.1585,129.068
46486,35.1547,129.0664
46487,35.1595,129.0676
46488,35.1566,129.0658
46489,35.1602,129.0657
46490,35.1818,129.0476
46491,35.1797,129.0463
46492,35.1859,129.0486
46493,35.1851,129.0483
46494,35.1787,129.0529
46495,35.1798,129.0474
46496,35.1681,129.0418
46497,35.1667,129.0409
46498,35.1727,129.0706
46499,35.1686,129.0702
46500,35.1701,129.07
46501,35.1704,129.0699
46502,35.1689,129.0699
46503,35.174,129.0793
46504,35.1685,129.0703
46505,35.1717,129.0696
46506,35.1704,129.0763
46507,35.167,129.0501
46508,35.1662,129.0418
46509,35.1712,129.0519
46510,35.1712,129.0524
46511,35.1559,129.0605
46512,35.1546,129.0559
46513,35.1539,129.0575
46514,35.1547,129.0607
46515,35.1558,129.0544
46516,35.1553,129.0561
46517,35.1814,129.0511
46518,35.1557,129.0581
46519,35.1549,129.0604
46520,35.1548,129.06
46521,35.1547,129.0618
46522,35.1561,129.0583
46523,35.1548,129.0607
46524,35.1555,129.06
46525,35.1549,129.0618
46526,35.1632,129.0458
46527,35.154,129.0379
46528,35.15,129.0343
46529,35.1514,129.0284
46530,0,0
46531,35.1474,129.0582
46532,35.1481,129.0582
46533,35.1461,129.0612
46534,35.1472,129.0615
46535,35.1472,129.0615
46536,35.1466,129.0604
46537,35.1442,129.0602
46538,35.1492,129.0579
46539,35.1572,129.0484
46540,35.1633,129.0309
46541,35.165,129.0401
46542,35.1678,129.0366
46543,35.1512,129.0219
46544,35.1651,129.0417
46545,35.1652,129.0399
46546,35.1576,129.0482
46547,35.1654,129.0376
46548,35.166,129.0408
46549,35.1632,129.0398
46550,35.1633,129.0409
46551,35.1605,129.0561
46552,35.1548,129.0605
46553,35.1498,129.0201
46554,35.1619,129.0619
46555,35.171,129.0693
46556,35.1518,129.0248
46557,35.1485,129.0204
46558,35.1484,129.0589
46559,35.2131,129.0778
46560,35.2005,129.0834
46561,35.1987,129.0837
46562,35.2019,129.0863
46563,35.2186,129.0841
46564,35.2034,129.0838
46565,35.2203,129.0813
46566,35.217,129.0817
46567,35.2034,129.0697
46568,35.2072,129.0749
46569,35.2203,129.0813
46570,35.2173,129.0819
46571,35.222,129.0839
46572,35.2186,129.0816
46573,35.224,129.082
46574,35.2065,129.0673
46575,35.2124,129.0635
46576,35.2034,129.0676
46577,35.2162,129.0782
46578,35.2006,129.0746
46579,35.2064,129.0758
46580,35.2035,129.0669
46581,35.1977,129.0601
46582,35.2216,129.0839
46583,35.1957,129.0596
46584,35.1969,129.0595
46585,0,0
46586,35.199,129.0606
46587,35.1957,129.1047
46588,35.1944,129.1037
46589,35.197,129.0974
46590,35.2187,129.0811
46591,35.2015,129.0884
46592,35.2213,129.0843
46593,35.2118,129.0594
46594,35.1999,129.0987
46595,35.201,129.0834
46596,35.1379,129.0978
46597,35.1386,129.1034
46598,35.1381,129.104
46599,35.1323,129.1003
46600,35.137,129.1006
46601,35.134,129.0917
46602,35.1338,129.1006
46603,35.1356,129.0862
46604,35.1361,129.101
46605,35.1376,129.0868
46606,35.1386,129.1042
46607,35.1356,129.0915
46608,35.1355,129.0873
46609,35.1379,129.0978
46610,35.1371,129.1011
46611,35.1359,129.0925
46612,35.1211,129.1115
46613,35.1203,129.1116
46614,35.1394,129.0902
46615,35.1203,129.1112
46616,35.1194,129.111
46617,35.1241,129.1132
46618,35.1146,129.1113
46619,35.1148,129.1114
46620,35.1107,129.1111
46621,35.1378,129.103
46622,35.122,129.0985
46623,35.1331,129.1004
46624,35.137,129.1006
46625,35.1162,129.1129
46626,35.1204,129.0994
46627,35.1213,129.0981
46628,35.1124,129.081
46629,35.1175,129.0806
46630,35.1164,129.084
46631,35.1438,129.0763
46632,35.1229,129.0843
46633,35.1374,129.072
46634,35.1229,129.0843
46635,35.1355,129.0684
46636,35.1356,129.069
46637,35.1375,129.0719
46638,35.1375,129.0717
46639,35.13,129.0899
46640,35.1372,129.1012
46641,35.1355,129.0872
46642,35.1347,129.0884
46643,35.1239,129.1105
46644,35.1972,128.9904
46645,35.2011,128.9965
46646,35.2025,128.9966
46647,35.2022,129.0044
46648,35.2412,129.0189
46649,35.2109,129.0065
46650,35.2361,129.01
46651,35.2119,129.0085
46652,35.2112,129.0134
46653,35.2114,129.0152
46654,35.2122,129.0145
46655,35.211,129.0106
46656,35.2113,129.0127
46657,35.212,129.0359
46658,35.2112,129.0314
46659,35.2112,129.0293
46660,35.2108,129.035
46661,35.2108,129.035
46662,35.211,129.0278
46663,35.2112,129.0286
46664,35.2108,129.0286
46665,35.211,129.0302
46666,35.2129,129.0246
46667,35.2059,129.004
46668,35.2093,129.0373
46670,35.1847,129.2052
46671,35.185,129.1217
46672,35.1891,129.1276
46673,35.228,129.1461
46674,35.2306,129.1559
46675,35.2228,129.1515
46677,35.1961,129.1318
46678,35.2263,129.1487
46680,35.1938,129.1184
46681,35.2017,129.1352
46682,35.1877,129.1235
46683,35.1985,129.1311
46684,35.2107,129.1253
46685,35.2319,129.1533
46688,35.1949,129.1276
46689,35.1993,129.1321
46690,35.207,129.122
46691,35.1893,129.1271
46692,35.2239,129.1525
46695,35.2089,129.1236
46696,35.1998,129.1312
46697,35.2305,129.1559
46699,35.2235,129.1524
46700,35.2248,129.1483
46701,35.2072,129.1226
46702,35.1917,129.1306
46703,35.2302,129.1567
46706,35.0985,128.9914
46707,35.098,128.9908
46708,35.1067,129.0073
46709,35.1025,129.0005
46710,35.0974,128.9946
46711,35.101,128.9967
46712,35.1022,128.976
46713,35.106,128.9703
46714,35.0966,128.9942
46715,35.1054,128.9703
46716,35.0978,128.9863
46717,35.1038,128.9602
46718,35.1023,128.9581
46719,35.1057,128.9653
46720,35.1019,128.9765
46721,35.104,128.9589
46722,35.102,128.9755
46723,35.1063,128.9695
46724,35.1035,128.9614
46725,35.0929,128.9738
46726,35.1019,128.9749
46727,35.1055,128.9701
46728,35.1138,128.9622
46729,35.1086,128.959
46730,35.1086,128.959
46731,35.112,128.9617
46732,35.0927,128.9734
46738,35.1118,128.963
46739,35.1118,128.9638
46740,35.1122,128.9635
46741,35.1123,128.9629
46743,0,0
46744,35.1123,128.9634
46745,35.0961,128.992
46746,35.1107,128.964
46747,0,0
46748,35.0907,128.9765
46754,35.0816,128.9689
46755,35.0982,128.9583
46756,35.098,128.9601
46757,35.0974,128.9594
46758,35.0975,128.96
46759,35.0819,128.9691
46760,35.0809,128.9731
46761,35.0962,128.96
46762,35.0974,128.9599
46763,35.0864,128.9866
46764,35.0772,128.9903
46765,35.0934,129.0093
46766,35.0887,129.0053
46767,35.0899,128.999
46768,35.0794,128.9717
46769,35.087,129.0054
46770,35.0898,129.0059
46771,35.0845,129.0063
46772,35.0798,128.9769
46773,35.0841,129.0066
46774,35.0847,129.006
46776,35.1056,128.9697
46777,35.112,128.9629
46778,35.1058,128.9735
46779,35.102,128.9767
46781,35.0978,128.9582
46782,35.248,129.0588
46783,35.2757,129.0888
46784,35.2736,129.0923
46785,35.22,129.1117
46786,35.2205,129.1122
46787,35.2202,129.1124
